latitude,longitude,ef_scale,year
30.272,-84.637,0,2023
30.6255,-84.3921,0,2023
30.395,-83.7363,1,2023
26.506,-80.08,0,2023
26.8251,-80.0897,2,2023
26.92,-81.63,1,2023
25.5877,-80.4336,0,2023
29.6226,-84.9496,0,2023
30.4132,-87.2725,2,2023
30.175,-83.897,0,2023
30.08,-83.88,0,2023
30.126,-84.044,0,2023
30.16,-83.88,0,2023
30.0829,-83.594,1,2023
27.9801,-82.8295,0,2023
26.6086,-82.1149,0,2023
30.3868,-86.3288,1,2023
28.2055,-80.6073,1,2023
29.94,-84.51,0,2023
29.01,-80.88,0,2023
24.5471,-81.7867,0,2023
26.1455,-81.7563,0,2023
29.85,-81.5,0,2023
30.043,-81.7768,0,2023
29.99,-81.66,0,2023
